year,country,event,gender,name,time
2016,Kenya,1500m,male,Asbel Kiprop (Ken),03:29.3
2016,Kenya,1500m,male,Ronald Kwemoi (Ken),03:30.5
2016,Kenya,1500m,male,Elijah Manangoi (Ken),03:31.2
2016,Kenya,1500m,male,Timothy Cheruiyot (Ken),03:31.3
2016,Kenya,1500m,male,Hillary Ngetich (Ken),03:33.0
2016,Kenya,1500m,male,Robert Biwott (Ken),03:33.1
2016,Kenya,1500m,male,Vincent Kibet (Ken),03:33.6
2016,Kenya,1500m,male,Silas Kiplagat (Ken),03:33.7
2016,Kenya,1500m,male,Gilbert Kwemboi (Ken),03:33.7
2016,Kenya,1500m,male,Bethwel Birgen (Ken),03:33.9
2016,Kenya,1500m,male,Vincent Letting (Ken),03:35.1
2016,Kenya,1500m,male,James Magut (Ken),03:35.2
2016,Kenya,3000m Steeplechase,female,Hyvin Jepkemoi,09:00.0
2016,Kenya,3000m Steeplechase,female,Beatrice Chepkoech,09:10.9
2016,Kenya,3000m Steeplechase,female,Virginia Nyambura,09:19.0
2016,Kenya,3000m Steeplechase,female,Purity Kirui,09:22.5
2016,Kenya,3000m Steeplechase,female,Lydia Chepkurui,09:22.8
2016,Kenya,3000m Steeplechase,female,Lydia Rotich,09:23.5
2016,Kenya,3000m Steeplechase,female,Celphine Chespol,09:24.7
2016,Kenya,3000m Steeplechase,female,Norah Tanui (Ken),09:25.1
2016,Kenya,3000m Steeplechase,female,Gladys Kipkemboi (Ken),09:26.4
2016,Kenya,3000m Steeplechase,female,Agnes Chesang (Ken),09:27.2
2016,Kenya,3000m Steeplechase,female,Caroline Chepkurui (Ken),09:28.8
2016,Kenya,3000m Steeplechase,male,Conseslus Kipruto (Ken),08:00.1
2016,Kenya,3000m Steeplechase,male,Jairus Birech (Ken),08:03.9
2016,Kenya,3000m Steeplechase,male,Paul Kipsiele Koech (Ken),08:08.3
2016,Kenya,3000m Steeplechase,male,Barnabas Kipyego (Ken),08:09.1
2016,Kenya,3000m Steeplechase,male,Abraham Kibiwot (Ken),08:09.3
2016,Kenya,3000m Steeplechase,male,Nicholas Bett (Ken),08:10.1
2016,Kenya,3000m Steeplechase,male,Clement Kemboi (Ken),08:10.7
2016,Kenya,3000m Steeplechase,male,Ezekiel Kemboi (Ken),08:14.2
2016,Kenya,3000m Steeplechase,male,Hillary Yego (Ken),08:15.1
2016,Kenya,3000m Steeplechase,male,Abel Mutai (Ken),08:16.8
2016,Kenya,3000m Steeplechase,male,Lawrence Kemboi (Ken),08:17.8
2016,Kenya,3000m Steeplechase,male,Alex Kibet (Ken),08:18.3
2016,Kenya,3000m Steeplechase,male,Brimin Kipruto (Ken),08:18.8
2016,Kenya,3000m Steeplechase,male,Amos Kirui (Ken),08:20.4
2016,Kenya,3000m Steeplechase,male,Phenus Kipleting (Ken),08:21.2
2016,Kenya,5000m,female,Hellen Obiri (Ken),14:25.8
2016,Kenya,5000m,female,Vivian Cheruiyot (Ken),14:26.2
2016,Kenya,5000m,female,Viola Kibiwot (Ken),14:29.5
2016,Kenya,5000m,female,Mercy Cherono (Ken),14:33.9
2016,Kenya,5000m,female,Janet Kisa (Ken),14:38.7
2016,Kenya,5000m,female,Alice Nawowuna (Ken),14:39.6
2016,Kenya,5000m,female,Irene Cheptai (Ken),14:43.4
2016,Kenya,5000m,female,Sally Kipyego (Ken),14:44.0
2016,Kenya,5000m,female,Betsy Saina (Ken),14:44.7
2016,Kenya,5000m,female,Margaret Kipkemboi (Ken),14:47.2
2016,Kenya,5000m,female,Agnes Tirop (Ken),15:02.7
2016,Kenya,5000m,female,Sheila Chepkirui (Ken),15:05.5
2016,Kenya,5000m,male,Geoffrey Kamworor (Ken),13:00.0
2016,Kenya,5000m,male,Thomas Longosiwa (Ken),13:01.7
2016,Kenya,5000m,male,Edwin Soi (Ken),13:03.3
2016,Kenya,5000m,male,Bethwel Birgen (Ken),13:04.7
2016,Kenya,5000m,male,Isiah Koech (Ken),13:08.3
2016,Kenya,5000m,male,Cornelius Kangogo (Ken),13:10.8
2016,Kenya,5000m,male,Caleb Ndiku (Ken),13:12.3
2016,Kenya,5000m,male,Victor Chumo (Ken),13:13.1
2016,Kenya,5000m,male,Douglas Kipserem (Ken),13:13.4
2016,Kenya,5000m,male,James Wangari (Ken),13:13.9
2016,Kenya,5000m,male,Mathew Kiptanui (Ken),13:14.1
2016,Kenya,800m,female,Margaret Wambui,01:56.9
2016,Kenya,800m,female,Eunice Sum,01:57.5
2016,Kenya,800m,female,Winny Chebet,01:59.9
2016,Kenya,800m,female,Emily Jerotich,02:00.0
2016,Kenya,800m,male,David Rudisha (Ken),01:42.2
2016,Kenya,800m,male,Alfred Kipketer (Ken),01:42.9
2016,Kenya,800m,male,Jonathan Kitilit (Ken),01:43.0
2016,Kenya,800m,male,Nicholas Kipkoech (Ken),01:43.4
2016,Kenya,800m,male,Ferguson Cheruiyot (Ken),01:43.4
2016,Kenya,800m,male,Kipyegon Bett (Ken),01:43.8
2016,Kenya,800m,male,Jackson Kivuva (Ken),01:44.0
2016,Kenya,800m,male,Timothy Kitum (Ken),01:44.5
2016,Kenya,800m,male,Asbel Kiprop (Ken),01:44.6
2016,Kenya,800m,male,Boaz Kiprugut (Ken),01:44.6
2016,Kenya,800m,male,Willy Tarbei (Ken),01:44.8
2016,Kenya,800m,male,Peter Kiplangat (Ken),01:45.0
2016,Kenya,800m,male,Elijah Manangoi (Ken),01:45.1
2016,Kenya,800m,male,Edwin Melly (Ken),01:45.2
2016,Kenya,800m,male,Jeremiah Mutai (Ken),01:45.3
2016,Kenya,marathon,female,Helah Kiprop (Ken),2:21:27
2016,Kenya,marathon,female,Florence Kiplagat (Ken),2:21:32
2016,Kenya,marathon,female,Edna Kiplagat (Ken),2:22:36
2016,Kenya,marathon,female,Jemima Sumgong (Ken),2:22:58
2016,Kenya,marathon,female,Filomena Cheyech (Ken),2:23:18
2016,Kenya,marathon,female,Valentine Kipketer (Ken),2:23:41
2016,Kenya,marathon,female,Sarah Chepchirchir (Ken),2:24:13
2016,Kenya,marathon,female,Mary Keitany (Ken),2:24:26
2016,Kenya,marathon,female,Brigid Kosgei (Ken),2:24:45
2016,Kenya,marathon,female,Lucy Karimi (Ken),2:24:46
2016,Kenya,marathon,female,Purity Rionoripo (Ken),2:24:47
2016,Kenya,marathon,female,Valary Aiyabei (Ken),2:24:48
2016,Kenya,marathon,female,Agnes Barsosio (Ken),2:24:59
2016,Kenya,marathon,male,Eliud Kipchoge (Ken),2:03:05
2016,Kenya,marathon,male,Wilson Kipsang (Ken),2:03:13
2016,Kenya,marathon,male,Stanley Biwott (Ken),2:03:51
2016,Kenya,marathon,male,Wilson Loyanai (Ken),2:05:13
2016,Kenya,marathon,male,Daniel Wanjiru (Ken),2:05:21
2016,Kenya,marathon,male,Evans Chebet (Ken),2:05:31
2016,Kenya,marathon,male,Sammy Kitwara (Ken),2:05:45
2016,Kenya,marathon,male,Marius Kimutai (Ken),2:05:47
2016,Kenya,marathon,male,Laban Korir (Ken),2:05:54
2016,Kenya,marathon,male,Ezekiel Chebii (Ken),2:06:07
2016,Kenya,marathon,male,Marius Kipserem (Ken),2:06:11
2016,Kenya,marathon,male,Felix Kandie (Ken),2:06:25
2016,Kenya,marathon,male,Festus Talam (Ken),2:06:26
2016,Kenya,marathon,male,Geoffrey Kirui (Ken),2:06:27
2016,Kenya,marathon,male,Bernard Kipyego (Ken),2:06:45
2016,Kenya,marathon,male,Mark Korir (Ken),2:06:48
2016,Kenya,marathon,male,Frederick Chepkwony (Ken),2:06:51
2016,Kenya,marathon,male,Samuel Kosgei (Ken),2:06:53
2016,Kenya,marathon,male,Felix Kiprotich (Ken),2:06:58
2016,Kenya,marathon,male,Cybrian Kotut (Ken),2:07:11
2016,Kenya,marathon,male,Philemon Rono (Ken),2:07:20
2016,Kenya,marathon,male,Luka Kanda (Ken),2:07:21
2016,Kenya,marathon,male,Martin Kosgei (Ken),2:07:22
2016,Kenya,marathon,male,Lawrence Cherono (Ken),2:07:24
2016,Kenya,marathon,male,Asbel Kipsang (Ken),2:07:30
2016,Kenya,marathon,male,Dickson Chumba (Ken),2:07:34
2016,Kenya,marathon,male,Stephen Chemlany (Ken),2:07:37
2016,Kenya,marathon,male,Victor Kipchirchir (Ken),2:07:39
2016,kiribati,10000m,female,Darya Maslova (Kir),31:36.9
2016,Morocco,1500m,female,Rabab Arrafi,04:03.9
2016,Morocco,1500m,male,Abdelaati Iguider (Mor),03:31.4
2016,Morocco,1500m,male,Sadik Mikhou (Mor),03:32.3
2016,Morocco,1500m,male,Fouad El Kaam (Mor),03:35.0
2016,Morocco,3000m Steeplechase,male,Soufiane El Bakkali (Mor),08:14.4
2016,Morocco,3000m Steeplechase,male,Hamid Ezzine (Mor),08:19.3
2016,Morocco,3000m Steeplechase,male,Hicham Sigueni (Mor),08:20.5
2016,Morocco,5000m,male,Abdelaati Iguider (Mor),13:08.6
2016,Morocco,800m,female,Malika Akkaoui,01:59.9
2016,Morocco,800m,male,Mostafa Smaili (Mor),01:45.1
2016,New Zealand,10000m,male,Zane Robertson (NZ),27:33.7
2016,New Zealand,1500m,male,Nick Willis (NZ),03:34.3
2016,Norway,10000m,female,Karoline Bjerkeli Grøvdal (Nor),31:14.1
2016,Norway,1500m,female,Ingvill Måkestad Bovim,04:05.3
2016,Norway,1500m,male,Filip Ingebrigtsen (Nor),03:32.4
2016,Norway,1500m,male,Henrik Ingebrigtsen (Nor),03:34.6
2016,Norway,5000m,female,Karoline Bjerkeli Grøvdal (Nor),14:57.5
2016,Peru,1500m,male,David Torrence (Per),03:35.0
2016,Peurto Rico,800m,male,Wesley Vázquez (PR),01:44.8
2016,Poland,1500m,female,Sofia Ennaoui,04:01.0
2016,Poland,1500m,female,Angelika Cichocka,04:03.2
2016,Poland,1500m,female,Renata Plis,04:05.4
2016,Poland,3000m Steeplechase,male,Krystian Zalewski (Pol),08:19.9
2016,Poland,800m,female,Joanna Józwik,01:57.4
2016,Poland,800m,female,Angelika Cichocka,01:59.0
2016,Poland,800m,male,Marcin Lewandowski (Pol),01:43.7
2016,Poland,800m,male,Adam Kszczot (Pol),01:43.8
2016,Portugal,10000m,female,Dulce Félix (Por),31:19.0
2016,Qatar,800m,male,Abubaker Haydar Abdalla (Qat),01:45.3
2016,Russia,3000m Steeplechase,female,Yekaterina Ivonina,09:24.7
2016,Russia,3000m Steeplechase,female,Yekaterina Sokolenko (Rus),09:29.0
2016,Russia,800m,female,Svetlana Uloga,01:59.9
2016,South Africa,1500m,female,Caster Semenya,04:02.0
2016,South Africa,5000m,male,Elroy Gelant (SA),13:04.9
2016,South Africa,800m,female,Caster Semenya,01:55.3
